Kelime,Frekans
2025,448
resm,416
gazet,416
nisan,401
sayfa,400
32882,400
sayı,400
eğitim,252
sağlık,163
mill,119
yürütmek,116
ilişkin,103
ilgili,101
hizmetleri,88
hale,77
olarak,73
teklif,71
tarafından,67
madd,66
kapsamında,66
işlemleri,65
sayılı,62
özel,62
bir,58
ihal,55
uluslararası,49
yer,49
halind,44
sağlamak,43
aracı,43
tesisi,43
belgesi,43
görev,42
öğretim,41
genel,39
yapmak,39
başvuru,38
hizmet,38
mevzuat,38
görevleri,37
alan,37
tarihli,36
turizmi,36
yetki,35
000,34
hükümleri,33
şartnam,33
teknik,32
okul,32
yönetmelik,32
uygun,32
belirtilen,32
üzere,32
içind,31
göre,31
olan,30
olmak,29
verilen,29
yönelik,29
tüzel,29
bilgi,28
işlemlerini,28
sınav,27
ilç,27
etmek,27
diğer,25
teminat,24
tıbbi,24
şunlardır,24
kuruluş,23
ankara,23
şubesi,23
satış,23
müdürlüğünün,23
teslim,23
mesleki,23
mühendisliği,22
olması,22
bakanlıkça,22
kadar,22
edilen,22
hizmeti,21
alanına,21
çalışmalar,21
bede,21
yapılan,21
hastanesi,21
sağlığı,21
günü,21
kontrol,21
hakkında,20
bakanlığından,20
belirlenen,20
birim,20
bakanlığı,20
bağlı,20
geçici,19
konusu,19
müdürlüğü,19
birimi,19
yabancı,19
yönetmeliği,19
komisyonu,19
açık,19
fazla,19
olup,19
alımı,18
üzerinden,18
öğrencilerin,18
şubesinin,18
bakanlık,18
işlem,18
yurt,18
haley,18
zorunludur,18
son,18
müdürlüklerind,18
belgel,18
müdürü,18
gerekmektedir,17
tarihi,17
alınan,17
şube,17
hukuk,16
devlet,16
kamu,16
denetim,16
bulunan,16
dare,16
ait,16
ada,16
takvim,16
parsel,16
posta,16
imza,16
steklil,16
gösteren,16
gerçek,15
doğrudan,15
başkanlığı,15
bölge,15
rehberlik,15
adresi,15
karari,15
cihaz,15
hizmetlerin,15
kayıt,15
kanun,15
personel,15
belgeleri,14
satın,14
elektronik,14
kabul,14
312,14
değerlendirm,14
aynı,14
destek,14
yürütülmesini,14
fon,14
müdürlükleri,14
yapılacak,14
acil,14
edilecektir,14
türk,14
izlemek,14
sahip,14
internet,14
güvenliği,14
yasaklama,14
itibaren,14
dair,14
türkiy,14
haleler,14
müdürüne,14
karar,14
şekild,14
stanbul,13
hizmetlerinin,13
yerin,13
sivil,13
sosyal,13
hak,13
tespit,13
ilan,13
taşınmaz,13
kurumlarının,13
gerekli,13
tek,13
hizmetl,13
ihaley,13
nin,13
katilmaktan,13
sınava,13
kanunu,13
mal,13
nci,13
aşağıda,13
öğrenm,13
kurumları,13
birliği,12
güvenlik,12
fiyat,12
ticaret,12
tarihind,12
esa,12
ticari,12
süresi,12
hayat,12
kişi,12
boyu,12
birlikt,12
sorumlu,12
usul,12
yapılacaktır,12
müdürlüğünden,12
noter,12
trg,12
kurum,12
mektubu,12
rütmek,12
tarihinden,12
sunulan,12
yapı,12
hospitalist,12
idari,12
numaralı,12
faaliyet,12
almak,11
turizm,11
maddesi,11
ktisadi,11
doğrultusunda,11
sondaj,11
kapalı,11
mak,11
yayımlanan,11
mahal,11
usulü,11
takip,11
hiz,11
hükümlerin,11
inci,11
kişil,11
585,11
lgili,11
dışında,11
yüzölçümlü,11
geliştirm,11
yeri,11
saat,11
kpss,11
edilmesi,11
müdürünün,11
edilir,10
çalışmaları,10
faaliyetlerini,10
bakanlığa,10
yoluyla,10
bölüm,10
kapsamındaki,10
ushaş,10
adına,10
adaylar,10
kaydıyla,10
kültür,10
karotlu,10
tesi,10
ulus,10
sunulması,10
temel,10
öğretmen,10
devam,10
bedel,10
savunma,10
gün,10
aşağıdaki,10
incelem,10
iptal,10
hizmetlerini,10
bütünlüğü,10
şehir,10
belg,10
ortak,10
sicil,10
ortaöğretim,9
kişilerin,9
mali,9
lçe,9
etkin,9
kararı,9
zorundadır,9
elden,9
yılı,9
belirlenir,9
kurumların,9
puan,9
değerlendirmek,9
kuruluşlar,9
suretiyl,9
kadro,9
iad,9
benzeri,9
denklik,9
amacıyla,9
adresind,9
çankaya,9
birinci,9
onaylı,9
artırma,9
bilgisayar,9
üzerin,9
tarih,9
sorumludur,9
aslı,9
veri,9
hazin,8
şleri,8
hayvan,8
süre,8
adet,8
yıl,8
geliştirilmesi,8
beyannamesi,8
görevli,8
tedavi,8
içerisind,8
olduğu,8
vereceklerdir,8
düzenlenen,8
tasdikli,8
maddesinin,8
veren,8
forma,8
yedek,8
alt,8
yazılı,8
miktarı,8
verm,8
üniversitesi,8
birden,8
numarası,8
yetkili,8
sözleşm,8
cad,8
belediyemizc,8
dari,8
nun,8
cumhuriyeti,8
tarım,8
uygunluk,8
bedelinin,8
turistin,8
kurul,8
araştırma,8
yüksek,8
alanında,8
gelişim,8
mebbi,8
uygulanmasını,8
eden,8
öncesi,8
üncü,8
lan,8
500,8
müfettişleri,8
ibraz,8
biriml,8
istenilen,8
yürütür,8
oluşturulan,8
dışı,7
orman,7
kuruluşların,7
yeği,7
yönetmeliğin,7
yönetim,7
oluşur,7
olmamak,7
sonucunda,7
bütçe,7
kurulu,7
çalışan,7
koordin,7
212,7
tanıtım,7
üzerind,7
eder,7
taşınmazlar,7
sıra,7
faaliyetleri,7
görevler,7
belgelerin,7
şartnamed,7
şekli,7
teknolojileri,7
konularda,7
kişiliğin,7
nşaat,7
340,7
olduğunu,7
yönetmelikt,7
gösterir,7
sevk,7
kastamonu,7
standart,7
mahallesi,7
bulunduğu,7
yeni,7
memur,7
teklifl,7
türü,7
hazırlamak,7
şartları,7
sözlü,7
adayların,7
üt,7
uygulamak,7
ülkemizd,7
toplam,7
doğru,7
halkla,7
işe,7
basın,7
personelden,7
strateji,7
türlü,7
çalışma,7
oluşturulur,6
1800,6
yatırım,6
bölümü,6
taahhütlü,6
sonucu,6
yapar,6
bina,6
toplantı,6
edilmek,6
bankası,6
evraklarında,6
bilgileri,6
işıklar,6
pazarlık,6
politikalar,6
öğrenim,6
alınması,6
cerrahi,6
zarf,6
başarı,6
gereken,6
faaliyetlerin,6
dokümanının,6
sorumlulukları,6
esasları,6
arasında,6
bedelin,6
yapılacağı,6
öğrenciler,6
uygunsuzluk,6
eksiklik,6
lisan,6
gelen,6
yükseköğretim,6
geliştirmek,6
kurallar,6
yönetm,6
bilgilerin,6
zarfında,6
din,6
hizmetlerind,6
uygulama,6
programlarının,6
tekliflerin,6
hangi,6
asıl,6
kendi,6
performan,6
kanununun,6
disiplin,6
özelleştirm,6
merkezi,6
yürütülen,6
bilgil,6
2021,6
biriminin,6
dosyasında,6
verilecek,6
verilmesi,6
ürünlerin,6
esaslara,6
talep,6
tabi,6
ayrıntılı,6
bürolar,6
yapılması,6
gov,6
almış,6
nakil,6
danışmanlık,6
bütün,6
dışındaki,6
yürürlüğe,6
www,6
personelin,6
maddelerin,6
atama,6
uygulamaları,6
sunacaktır,6
karşı,6
öğrencisi,6
bilişim,6
ekind,5
işlemlerin,5
tarihten,5
askerlik,5
değişikliği,5
müdürlüğüne,5
doğrulama,5
katılma,5
şartnamesi,5
suretleri,5
yeterlik,5
ayrıca,5
yüklenici,5
durumu,5
adı,5
aşamasına,5
tasarruf,5
lirası,5
laboratuvar,5
olanların,5
vek,5
yürütme,5
temin,5
ettikleri,5
bildirilir,5
hizmetin,5
seyahat,5
belgeyi,5
darenin,5
metleri,5
vasıtasıyla,5
fak,5
fıkrasının,5
emlak,5
eğitimi,5
başkanlığından,5
cumhurbaşkanlığı,5
cihazlar,5
tasdik,5
çayyolu,5
üniversitel,5
kuruluşları,5
günüdür,5
ürün,5
askıya,5
türkçe,5
ihaled,5
hususlar,5
yetkilisi,5
oranında,5
edilebilir,5
idaresinden,5
aday,5
şeker,5
fabrikası,5
karşılığı,5
daresi,5
ülkemiz,5
görülmesi,5
143,5
servisl,5
adresin,5
taşınmazların,5
tarihin,5
niteliği,5
idarenin,5
fatura,5
der,5
yenilik,5
4475,5
134,5
ölçme,5
çin,5
çerçevesind,5
bakanlığın,5
öğretimi,5
şyeri,5
imzalı,5
öğrenci,5
ekonomik,5
aktif,5
yerli,5
ancak,5
verecek,5
birimind,5
iletişim,5
kanunun,5
vadey,5
saati,5
işleml,5
müdürleri,5
herhangi,5
vade,5
lind,5
alanlar,5
müdürünce,5
belediy,5
başvurusu,5
evrakları,5
2886,5
bilgilendirm,5
gereği,5
faaliyetlerinin,5
memurları,5
milletlerarası,5
görevlendirilir,5
kalem,5
yöneticisi,5
getirmek,5
kurumlarında,5
kriterler,5
edilecek,5
2023,5
diploma,5
turisti,5
belirten,5
telefon,5
görülebilir,5
işveren,5
edi,5
maddesind,5
maddesin,5
tam,5
5411,5
durumunda,5
adr,5
işık,5
araç,5
bunların,5
bilkent,5
0001,5
listesindeki,4
geçerlilik,4
belgenin,4
lerin,4
belediyemizin,4
yaptırmak,4
mevzuatı,4
kısımlar,4
afet,4
tari,4
beş,4
sayfasında,4
altı,4
teklifi,4
belirlenecek,4
lemleri,4
verileri,4
tarihleri,4
tutarda,4
uygulanması,4
portal,4
düzeyind,4
yeterlilik,4
yürürlükten,4
kdv,4
sağlar,4
karşılığında,4
sonunda,4
alınmış,4
cinsinden,4
hatip,4
yetkisi,4
alım,4
işleri,4
katılmak,4
rektörlüğünden,4
dolaylı,4
köyü,4
teşkilatı,4
kulu,4
yükümlüdür,4
kriterleri,4
medya,4
standardına,4
puanı,4
nelik,4
tesislerinin,4
sunmak,4
altyapı,4
sürücü,4
belediyesi,4
hesabına,4
sayısının,4
kler,4
listed,4
başvurular,4
alınır,4
isiklarbelediyesi,4
seçilecek,4
hariç,4
büro,4
öğretmenl,4
sayısı,4
ortaokul,4
bel,4
şartlari,4
kimlik,4
ilkokul,4
sözleşmenin,4
sistemi,4
hiçbir,4
bendind,4
ücretsiz,4
birer,4
kanununa,4
lişkil,4
hakkı,4
hükmünde,4
planlamak,4
kur,4
gerektiren,4
iki,4
uncu,4
kullanılan,4
tedbirl,4
tamamlanmış,4
ödeme,4
yerleştirilebilir,4
vücuda,4
müteakip,4
gecikmeksizin,4
dikkat,4
geçi,4
okulların,4
trafik,4
esentep,4
sonra,4
teşvik,4
büyükder,4
üyeleri,4
uygulamaya,4
kurumlarındaki,4
oda,4
ortamda,4
eği,4
banka,4
geç,4
stratejik,4
süreçlerini,4
başakşehir,4
çam,4
sakura,4
politika,4
mah,4
zarfla,4
katılmaya,4
hayvans,4
müdürlüğünce,4
kurumlarda,4
makin,4
toplum,4
belgesinin,4
satışı,4
barınma,4
belirleyecekleri,4
katalog,4
ünden,4
ayrı,4
halenin,4
yürütülür,4
öğr,4
personelinin,4
sürecin,4
eğitimin,4
akademisi,4
kriterl,4
üyesi,4
almaktadır,4
muhammen,4
sirküleri,4
incelenir,4
firma,4
katılabilmek,4
edilmiş,4
yazılım,4
tesisind,4
olur,4
karayolları,4
belirtilmiştir,4
kurulan,4
llerd,4
içeriği,4
doktora,4
duyurulur,4
çevr,4
makam,4
kapsar,4
yürütülecek,4
yedi,4
geliştirecek,4
esasına,4
yerind,4
sahibi,4
ikinci,4
neticesind,4
peşin,4
lecekti,4
başlamak,4
lişkin,4
fonu,4
sigorta,4
mevduatı,4
lani,4
demirbaş,4
komisyonunun,4
üyeliğin,4
yap,4
ihalenin,4
yükseltilm,4
değişiklik,4
sağ,4
istinaden,4
işlemin,4
ihtiyaç,4
dava,4
vermey,4
atanma,4
işlemlerinin,4
parçalar,4
belirtilerek,4
saglik,4
önce,4
geriy,4
yapılır,4
gerçekleştirilecektir,4
düzenlenir,4
sistemin,4
dokümanı,4
sunulur,4
fiyatlar,4
200,4
dokümanını,4
kayıtlı,4
657,4
kalit,4
kalemleri,4
belgesini,4
kalemi,4
şartlara,4
saatin,4
gönderilebilir,4
adres,4
birimin,4
iban,4
teminatın,4
sınıfı,4
uhdesindeki,4
programları,4
kurumu,4
verimli,4
vatandaşı,3
faaliyetl,3
alması,3
adedi,3
ilav,3
dilekçesi,3
yazışmaları,3
girer,3
günlük,3
bulundukları,3
sona,3
toplantılara,3
üye,3
yeterliğ,3
sonuçlandırmak,3
kurulunca,3
ömürlü,3
başvuruları,3
person,3
yayımı,3
istenen,3
mesai,3
konaklama,3
şartlarını,3
bizzat,3
ortaya,3
aracılık,3
derecesini,3
acentaları,3
boş,3
let,3
iptalin,3
tanı,3
farklı,3
list,3
cihazları,3
isteklil,3
görevlendirilen,3
etmesi,3
otomasyon,3
kişiler,3
vekili,3
bakanı,3
kararlar,3
hasta,3
edinm,3
taşımak,3
standartlarına,3
yaptırılması,3
komisyonların,3
347,3
asgari,3
hükümlerini,3
vücut,3
üyeler,3
hükümler,3
yeterli,3
benzer,3
sürede,3
balıkesir,3
isteklilerin,3
ulaşım,3
mahkemesi,3
tüska,3
cumhurbaşkani,3
ulaştırma,3
olsa,3
bildirilen,3
kataloglar,3
süreyl,3
gereğinc,3
firmanın,3
ikamet,3
çeşitli,3
bulunmak,3
olacak,3
amaçlı,3
üçüncü,3
güncel,3
uyarınca,3
bulunmamak,3
4459,3
geliştirmey,3
tespiti,3
kısmen,3
belgesin,3
itibari,3
uzmanı,3
mta,3
durumlar,3
ikili,3
koordinasyon,3
erkek,3
dışından,3
yapan,3
yabancılar,3
yönetmek,3
afyonkarahisar,3
mezun,3
elemanı,3
portala,3
işlemi,3
ürünler,3
gelişen,3
uzaktan,3
kişinin,3
eki,3
sayılır,3
sözleşmesi,3
içeren,3
ğerlendirmek,3
transfer,3
bulvarı,3
kütahya,3
davada,3
fiyatlandırma,3
380,3
yukarıda,3
onayı,3
akademik,3
nakilleri,3
alır,3
komisyonlar,3
olmayan,3
4458,3
noterli,3
sigortası,3
sinif,3
fotokopisi,3
münhal,3
adalet,3
sonrası,3
turistinin,3
şartnamey,3
healthtürkiy,3
müdür,3
sırada,3
encümen,3
sira,3
ortaklığı,3
istekliler,3
avantajlı,3
açıdan,3
yükleniciler,3
kısmı,3
bağlanan,3
tamamı,3
alma,3
milli,3
taşıma,3
uygulanacaktır,3
fırsat,3
göstermek,3
gazetesi,3
faaliyetler,3
yönetimindeki,3
izlem,3
şirketl,3
kültürel,3
dokümanları,3
kayyımlık,3
ilgisin,3
yayın,3
sırasında,3
katılamazlar,3
adli,3
242,3
tamamının,3
görevlileri,3
kısa,3
belirlenecektir,3
numarasına,3
devir,3
edilebileceği,3
girmey,3
sayfası,3
almaları,3
366,3
yapılmasına,3
adaylara,3
yolu,3
yaptırılmasına,3
kuruluşlarına,3
150,3
montaj,3
edilmez,3
haşlama,3
bakım,3
ihtiyacı,3
kule,3
aydın,3
bma,3
verilemez,3
konsorsiyum,3
imzalanacaktır,3
yapım,3
çarpımı,3
fiyatların,3
tahvilleri,3
istekliyl,3
halel,3
tekliflerini,3
yapılar,3
listesi,3
yapacak,3
şin,3
varlıklar,3
0007,3
başkanlığında,3
alimi,3
öğretmenlerin,3
bulunmayan,3
merkez,3
malzem,3
ihtiyaçlarını,3
duyulan,3
nezdindeki,3
şartnamesind,3
levent,3
yönergesi,3
üst,3
ziraat,3
400,3
haiz,3
yıllık,3
kefaletini,3
başkanlığının,3
bonoları,3
işletmeni,3
proje,3
çalışmalarını,3
mühendi,3
temi,3
nat,3
sağla,3
nakit,3
5397,3
bünyesind,3
salonu,3
8052,3
konferan,3
adresindeki,3
belediyenin,3
alınmayacaktır,3
verilecektir,3
uhdelerin,3
bakanliği,3
görülebileceği,3
açılan,3
2012,3
1604,3
bakan,3
edilenlerin,3
uyum,3
düzenlenmiş,3
isteyen,3
yapıp,3
yapmamakta,3
raporlamak,3
serbesttir,3
cari,3
kesin,3
merkezlerinin,3
ngilizc,3
mekatronik,3
açıklaması,3
7050,3
atamaları,3
kayyım,3
120,3
bireylerin,3
teşkilat,3
kapsam,3
fatih,3
eksiksiz,3
tahakkuk,3
çemberlitaş,3
birimlerl,3
ilişkil,3
peykhan,3
web,3
uygunluğunu,3
binbirdirek,3
yaygınlaştıracak,3
belirli,3
canlı,3
hizmetlerden,3
teyit,3
alet,3
vatandaşları,3
lamak,3
yapılmasını,3
geçmiş,3
dönem,3
ibaresi,3
adresinden,3
yapabileceklerdir,3
şeklind,3
örneği,3
yönetimin,3
ilk,3
oluşturulması,3
nternet,3
niteliğin,3
sahibin,3
sitesind,3
unvan,3
ogg,3
verilir,3
mebcb,3
katılacak,3
bakımından,3
mektupları,3
dış,3
yürütülebilir,3
dekontunun,3
hald,3
ürünün,3
malların,3
kazanan,3
başlama,3
getirilmesi,3
yardımcısı,3
ncı,3
projel,3
mezuniyet,3
plan,3
yerel,3
dijit,3
100,3
katılımcılar,3
eksiltm,3
seçm,3
değer,3
altmış,3
kargo,3
uygulanacak,3
tabloda,3
katılan,3
verilerin,3
ceza,3
mek,3
gerektiğind,3
alınacaktır,3
gelenl,2
akreditasyon,2
verilebilir,2
kişiyi,2
olmaları,2
zmet,2
haleyi,2
tanımlanan,2
bölümüne,2
bankalardan,2
kişilerd,2
meti,2
soylu,2
vkn,2
kişiliği,2
tckn,2
ihaleleri,2
ünvanı,2
olmayıp,2
bulunanlar,2
63590,2
smi,2
beyanda,2
süreli,2
ani,2
tarihini,2
yüzyirmi,2
yatırımcının,2
hisarcık,2
açıklama,2
4046,2
izni,2
ıslak,2
maliy,2
girişim,2
süresinc,2
kuru,2
güzelbahç,2
duyuru,2
tepe,2
belgelerl,2
ziyaretinden,2
koruma,2
vakıflar,2
mümkün,2
tahvil,2
kodlu,2
ödenecektir,2
kurtuluş,2
şartıyla,2
kapsamına,2
oib,2
avantajı,2
ziyareti,2
panosuna,2
caddesi,2
luşları,2
anonim,2
sadec,2
kahramander,2
gökalp,2
ziya,2
yazı,2
köi,2
kargir,2
katlı,2
başlıklı,2
yetkisinin,2
borçları,2
alınarak,2
salı,2
355,2
usulüyl,2
ödenebilecektir,2
663,2
getirilerek,2
hastalar,2
tapuda,2
ilanın,2
beraberindeki,2
nden,2
tercih,2
2011,2
tekli,2
bırakılan,2
ayda,2
tutanağı,2
ajansı,2
den,2
3359,2
şbirliği,2
güvenliğin,2
ödenmesinin,2
yüzde,2
devletin,2
bendin,2
alınabilir,2
ödenen,2
getirilen,2
taahhüt,2
ödenmesin,2
isteyenlerin,2
maden,2
dekontu,2
huzurunda,2
değerlendirmey,2
odasında,2
etmeleri,2
alındı,2
başkanlık,2
tr17,2
kopya,2
olmadığını,2
olduğuna,2
ülke,2
arsası,2
alabilir,2
olursa,2
olsun,2
salonunda,2
teli,2
yürürlükteki,2
ödenmiş,2
kazananların,2
kinci,2
durumlarda,2
tutarlar,2
şirketler,2
başvurmaları,2
durumda,2
simav,2
refakatçi,2
ülkelerden,2
sonuçlandırılacaktır,2
olacaktır,2
uygulanır,2
tutarı,2
sağlanamadığının,2
geçerli,2
eksik,2
dolayı,2
len,2
ğler,2
tebli,2
haberleşm,2
tutulur,2
değerlendirmesi,2
yeterliliğin,2
bendi,2
girmek,2
kalan,2
sahipleri,2
olmalıdır,2
fıkrasında,2
4734,2
4735,2
süresinin,2
kanunlara,2
ihaleyi,2
ermesinden,2
yol,2
veterin,2
ulaşmamasından,2
adresten,2
600,2
dahil,2
işaretlemenin,2
180,2
sayfada,2
maddelerinin,2
yüzelli,2
dosyası,2
392,2
376,2
füzörünün,2
sistemind,2
altına,2
kişisel,2
aldığı,2
teknesi,2
fabrikamız,2
katalogları,2
gövde,2
132,2
130,2
13703,2
işler,2
12426,2
yetmişbeş,2
eklenmiştir,2
üreticinin,2
kaydedilir,2
yaptırım,2
fiyatlarını,2
geçmeyecektir,2
tedarikçi,2
steklilerin,2
esnasında,2
teminata,2
yapmış,2
ilaç,2
teminatların,2
durdurulan,2
faaliyeti,2
yatırıldığını,2
kapsamı,2
makbuzlar,2
şartnamenin,2
vitro,2
steklinin,2
isteklinin,2
gerçekleştirilecek,2
tetkik,2
deneyimini,2
odası,2
piyasaya,2
malzemenin,2
cihazın,2
kayıtlarının,2
fişi,2
imzalanmasına,2
durumların,2
deki,2
alıma,2
barkod,2
kaydı,2
ürüne,2
çind,2
uyruklu,2
itibariyl,2
müdürlüğümüze,2
tahsil,2
